,movie_id,mpaa
1155,3112156,"Rated R for violence, pervasive language, some sexuality and nudity"
1156,3112158,"Rated R for disturbing behavior involving hazing, strong sexual content and nudity, pervasive language, violence, alcohol abuse and some drug use"
1157,3112185,"Rated R for drug content including teen drug and alcohol use, language, sexuality and nudity"
1158,3112297,Rated R for strong violence and language including some sexual sequences
1159,3112340,Rated R for language
1160,3112604,Rated R for violent images
1161,3112751,"Rated PG for thematic material, brief violence and an accident scene"
1162,3112752,Rated PG for some thematic elements
1163,3112763,"Rated R for violence, language throughout and sexual content"
1164,3113020,"Rated PG-13 for fantasy violence and action, and some sexuality"
1165,3113100,"Rated PG-13 for intense sequences of destruction, mayhem and creature violence"
1166,3113493,"Rated PG-13 for drug content, language and some suggestive material"
1167,3113910,"Rated R for strong bloody violence, a rape and language"
1168,3114639,Rated R for some sensuality/nudity and language
1169,3115285,"Rated PG-13 for violence and terror, some sexual material, brief language and drug references"
1170,3115398,"Rated R for a scene of bloody violence, some strong sexual content/nudity, and language"
1171,3115895,Rated R for some violence
1172,3115919,"Rated PG-13 for sexual content, language, some violence and thematic material"
1173,3115983,Rated R for violence and some sexual references
1174,3116138,"Rated R for sexual content, language, and drug and alcohol use - all involving teens"
1175,3116142,"Rated R for violent content including a rape, language, and some sexuality"
1176,3116427,Rated PG-13 for some language and brief drug use
1177,3116430,Rated PG for some thematic material and smoking
1178,3116461,Rated R for bloody violence and language
1179,3117248,"Rated R for brutal violence, non-stop language, some strong sexual content and drug use"
1180,3117305,"Rated PG for scary and intense creature action and images, and for some rude humor"
1181,3118700,"Rated R for sexual content/violence/disturbing images, some drug and alcohol use, and language"
1182,3118807,Rated PG for thematic elements and brief teen drinking
1183,3118808,Rated PG-13 for thematic material
1184,3119550,Rated R for some language
1185,3119872,Rated R for language and some drug use
1186,3120337,Rated R for pervasive language and brief drug use
1187,3120441,"Rated R for aberrant behavior, bloody and grisly images, strong sexuality, nudity, language and drug use/partying"
1188,3120606,"Rated PG-13 for intense perilous sequences, some disturbing images and brief strong language"
1189,3121005,Rated PG-13 for some violence including disturbing images
1190,3121284,"Rated PG for thematic elements, some language and smoking"
1191,3121470,Rated PG-13 for brief strong language
1192,3121719,"Rated R for pervasive drug content, language throughout and some sexuality/nudity"
1193,3121731,Rated PG-13 for intense sequences of sci-fi violence and action
1194,3121804,"Rated R for strong brutal graphic violence, gory images, language and some drug content"
1195,3121824,"Rated R for brutal street fights, language throughout and a scene of sexuality/nudity"
1196,3121887,"Rated PG-13 for mature thematic elements, crude and sexual content, language and some violence"
1197,3122478,"Rated R for language throughout, and brief disturbing images"
1198,3122545,Rated R for language and strong brutal violence throughout
1199,3122784,"Rated R for strong crude sexual content, graphic nudity, violence, language, and some drug use"
1200,3123684,"Rated PG-13 for crude and suggestive content, language and some male rear nudity"
1201,3123849,"Rated PG-13 for sports action violence, sexual content and language"
1202,3124465,"Rated R for violence including a sexual assault, language and brief drug use"
1203,3124504,Rated PG for mild action
1204,3124534,"Rated PG-13 for intense sequences of sci-fi violence and action, and for some language"
1205,3125039,Rated PG-13 for some thematic material
1206,3125842,Rated PG for some bullying and rude humor
1207,3125962,"Rated R for strong sexual content, language and some violence"
1208,3126725,Rated PG for mild peril
1209,3126950,"Rated PG-13 for some sexual material, language and an intense situation"
1210,3126981,"Rated R for sexuality/nudity, language and some violence"
1211,3127908,Rated PG-13 for some terror/frightening images
1212,3129333,Rated R for intense prolonged realistically graphic sequences of war violence including grisly bloody images
1213,3129970,Rated PG-13 for some suggestive content and smoking
1214,3130105,"Rated PG-13 for crude and sexual content, language, nudity, teen smoking and drinking, and drug references"
1215,3130260,Rated R for some language
1216,3130862,Rated R for some violence and sexual content
1217,3131174,"Rated R for crude and sexual humor throughout, language, some graphic nudity and drug use"
1218,3131174,"Rated R for crude and sexual humor throughout, language, some graphic nudity and drug use (enlarged edition)"
1219,3132153,"Rated R for bloody violence, language including sexual references, and some nudity"
1220,3132671,Rated R for violence and language
1221,3133078,Rated R for language throughout and some sexuality/nudity
1222,3133575,"Rated PG-13 for intense sequences of violence and action, some sexual material and language"
1223,3133983,Rated PG-13 for some violence (video rating)
1224,3133984,"Rated R for strong fantasy horror violence and gore, brief sexuality/nudity and language"
1225,3134604,"Rated R for sexual content, language throughout, some nudity, drug use and violence"
1226,3134771,"Rated R for language, drug use and some sexual content"
1227,3134957,Rated PG for some rude humor and mild peril
1228,3135609,Rated R for language and creature violence.
1229,3136314,"Rated R for non-stop bloody brutal violence and mayhem, language throughout, sexual content/nudity and drug use"
1230,3136432,"Rated PG-13 for mature thematic material, and teen drug and alcohol content"
1231,3137394,Rated PG-13 for some sequences of intense action violence and frightening images
1232,3138384,"Rated R for pervasive strong bloody horror violence, and for language"
1233,3138494,"Rated R for drug use, some sexuality and language"
1234,3138501,Rated PG-13 for some violence
1235,3138538,Rated PG-13 for thematic material and brief strong language (cut) (2013)
1236,3138538,Rated R for some language (2012)
1237,3138780,"Rated R for some horror violence, disturbing images and brief drug use"
1238,3138812,Rated R for horror violence and language
1239,3138814,Rated R for horror violence and language
1240,3139994,Rated R for bloody horror violence throughout and language
1241,3140017,Rated R for some violence
1242,3140430,"Rated PG-13 for thematic material, drug content and sexual references"
1243,3140525,Rated PG-13 for thematic elements involving disturbing images and threats
1244,3140529,Rated R for bloody violence and language throughout
1245,3140926,Rated PG-13 for thematic elements involving sports violence and injuries
1246,3141394,Rated R for language
1247,3141635,"Rated PG for thematic elements, brief nudity, language and smoking"
1248,3142280,Rated PG for language and rude humor
